id,focus,signal,slack,drag,confidence,score,lane
l001,retry load,35,33,6,25,145,watch
l002,worker slack,35,34,6,55,176,watch
l003,session drift,35,35,6,85,207,ship
l004,queue pressure,35,36,18,25,112,watch
l005,retry load,35,37,18,55,143,watch
l006,worker slack,35,38,18,85,174,watch
l007,session drift,35,39,34,25,67,hold
l008,queue pressure,35,40,34,55,98,hold
l009,retry load,35,41,34,85,129,watch
l010,worker slack,60,42,6,25,229,ship
l011,session drift,60,43,6,55,260,ship
l012,queue pressure,60,44,6,85,291,ship
l013,retry load,60,45,18,25,196,ship
l014,worker slack,60,46,18,55,227,ship
l015,session drift,60,47,18,85,258,ship
l016,queue pressure,60,48,34,25,151,watch
l017,retry load,60,32,34,55,165,watch
l018,worker slack,60,33,34,85,196,ship
l019,session drift,85,34,6,25,296,ship
l020,queue pressure,85,35,6,55,327,ship
l021,retry load,85,36,6,85,358,ship
l022,worker slack,85,37,18,25,263,ship
l023,session drift,85,38,18,55,294,ship
l024,queue pressure,85,39,18,85,325,ship
l025,retry load,85,40,34,25,218,ship
l026,worker slack,85,41,34,55,249,ship
l027,session drift,85,42,34,85,280,ship
